text,label
they re being happy ,1
no ,1
they re they re making their eyes to it the turtle eyes ,1
and that why the frog not happy ,1
beginning the turtle ,1
he scared ,1
der they re getting to the houses ,1
the man was the man was eating something ,1
yeah ,1
and he he saw those frogs ,1
I don know ,1
no ,1
he was looking ,1
say this word ,1
I was afraid ,1
they re putting something on them ,1
they re coming in the house ,1
they re coming in the window ,1
the frogs see the lady watching tv ,1
the frogs are watching tv ,1
sleeping ,1
that one is watching changing the tv ,1
yeah ,1
because he don know how to put her fingers on it ,1
p kmm ,1
and the frog was scared of the doggy ,1
yeah ,1
the doggy tried to catch him cause he a big dog ,1
oh they re getting them ,1
the dog ,1
yep ,1
I don know ,1
ugh ,1
ugh ,1
woah ,1
look at this ,1
a truck ,1
a house ,1
thing ,1
lots of things ,1
I don know ,1
no ,1
yeah shapes ,1
a doggie ,1
a doggie bumblebee ,1
I have one of those ,1
yeah but you have iz have different two ,1
dInu ,1
a choo choo train ,1
 gz ,1
I don know who he is ,1
hey look at these ,1
a tool ,1
I need that ,1
what are these ,1
a firehose ,1
ait ,1
squirt ,1
squirt ,1
and now the gw n ,1
a pinwheel ,1
a ,1
you blow it ,1
and working hat ,1
see the working ,1
and ,1
I want zi ,1
wow ,1
a gate ,1
a gate ,1
see these ,1
truck ,1
this truck ,1
hey the truck moves ,1
Elmo ,1
I want him to stop ,1
yeah because it kind of loud ,1
I want ,1
hey ,1
no ,1
n ,1
hey ,1
cool choo choo ,1
yeah wanna see if something else has for those strings ,1
I think ,1
no ,1
a truck ,1
a person ,1
hey they move ,1
and they move ,1
some tools ,1
hey my Daddy has ,1
hey ,1
Daddy has tools ,1
hey he has this screwdriver and this ,1
and he has saw ,1
and has this ,1
and this ,1
yes ,1
he fix them with some things ,1
and he saws wood ,1
here saw ,1
I have have saw too ,1
I saw things with it ,1
with my Daddy ,1
he a good saw ,1
I kt in my already my dad ,1
hey you have lots of these tools ,1
a saw ,1
you have f and you have hammer ,1
a hammer and you have naw of these ,1
a naw of this ,1
and you have ,1
a walkie talkie ,1
and w nz ,1
and truck ,1
another ,1
no ,1
wu let make have ,1
I think this ,1
lookit this ,1
a mouse ,1
a mouse car ,1
you can drive it around ,1
and ,1
a duck ,1
and ,1
who is this ,1
wow ,1
a mouse ,1
I think he a elephant ,1
a elephant ,1
I think jadaI elephant ,1
yes ,1
hey look at this ,1
I think this is what goes on his back ,1
I think it does ,1
oh there ,1
oh this ,1
I fix the puzzle ,1
I other part ,1
this is ,1
I think it goes right here ,1
no ,1
hey ,1
hey ,1
oh ,1
here another one ,1
hey let do it ,1
yeah ,1
I ,1
a house ,1
I don think it ,1
lots of thing ,1
and you get this ,1
no ,1
he a part of his body ,1
he has eyes and he and this ,1
something else ,1
yes ,1
what about tea cup ,1
that has funny face on it ,1
yeah ,1
I can ,1
open and closed ,1
who ,1
think that he is ,1
oh think he turtle ,1
this corner ,1
think wanna do it here ,1
I wanna do the tools ,1
yes ,1
I want the g ez and saw and hammer and ,1
and hose and these these and this and this and that ,1
yes ,1
I think Daddy needs ,1
those all the things need ,1
I fix wheel with this ,1
I think it came from car ,1
yes ,1
maybe ,1
where is ,1
oh here it ,1
the mouse ,1
I think you re think it goes to this mouse ,1
yeah ,1
I fixed this car ,1
I think can fix it with my pliers ,1
yeah ,1
all new ,1
vroom vroom vroom ,1
I think this mouse attaches to some like the train ,1
and ,1
you know think I think he this thing goes here and the thing hoz ah ,1
over here ,1
the mountain they ,1
yeah up they re going to go ,1
up ,1
yeah ,1
mountain lake sunlight ,1
I don think eo can ,1
I don think can call him something thing ,1
I don think can call him something ,1
oops hang on ,1
out of the road ,1
have to get up and p ,1
choo choo ,1
chugga chugga choo choo chugga chugga choo choo ,1
oh no my wheel falled out ,1
I think wheel ,1
yeah ,1
the train broke off ,1
yes ,1
hello hello ,1
we need your help ,1
how does this turn on ,1
hello ,1
yes ,1
yes z broke ,1
yeah ,1
I mean Ehi nt can fix it foju ,1
put ,1
can we go ,1
oiju ,1
yes ,1
I think he ,1
I don know where he goes ,1
maybe he go to ,1
this kind of piece ,1
hey ,1
hey ,1
yes ,1
I can ,1
yes ,1
yeah ,1
aim bwe ,1
oops can fix that ,1
I push it down ,1
you help me ,1
you help me ,1
I working here ,1
there we go ,1
fs ej ,1
me ,1
I think so ,1
there one more thing ,1
you forgot to do hammering ,1
yeah ,1
ugh ,1
there go ,1
now where is his eye ,1
I think ,1
I think this could be his eye ,1
yeah ,1
I think this goes in here ,1
this house ,1
I ll just open ,1
this ,1
can get it ,1
another one ,1
a circle ,1
oh found jellybean ,0
I wanna eat it ,0
then can eat it ,0
mhm ,0
mm ll sit right here ,0
I don know ,0
I don know ,0
yeah ,0
he he he hooking them up ,0
he getting out ,0
I don know ,0
there ,0
he can get out ,0
he got out ,0
kungfu ,0
he he got this key and he lift it out ,0
the lion ,0
the lion gonna get out ,0
the animals are ke ,0
a giraffe ,0
they re they re sneaking on him ,0
they ,0
I don know ,0
they they got out ,0
he going inside his house ,0
I don know ,0
I don know ,0
they re going inside his house ,0
they re walking inside his house ,0
all the animals are not sleeping in their cave ,0
the monkey sleeping in there too ,0
that was funny storybook ,0
read it again ,0
I don know ,0
I don know ,0
an animal ,0
no ,0
I don know ,0
I don know ,0
yeah ,0
I don know ,0
she looks she looks mean because all animals are in their house ,0
going back to their cage ,0
the but the gorilla still out of his cave ,0
why ,0
a monkey ,0
getting in the covers ,0
yeah read it again and again ,0
he hooking them up ,0
he getting out ,0
no you read it the words ,0
why ,0
oh ,0
now the elephant wants to get out ,0
and and now the lion wants to get out ,0
and now the giraffe wants to get out ,0
and now the hyena wants to get out ,0
and now he and now he wants to get out ,0
I don know ,0
they re going they re going in the house ,0
they re sneaking ,0
where the giraffe gonna sleep ,0
oh he sleeping over there ,0
I don know ,0
he he thinks the animals are not out of their cave but they are ,0
they they tricked him ,0
they tricked because it not time it is ,0
armadillo ,0
that the lady eyes ,0
I don know ,0
I wanna go out in the ,0
the lady taking back the animals to their cave ,0
the mouse and the monkey is still awake ,0
now the monkey and the and the now the gorilla and the mouse are sneaking under covers ,0
uhhuh ,0
w doing ,0
saying shh ,0
he sneaking ,0
give me the ball ,0
ball ,0
a balloon ,0
balloon balloon balloon balloon ,0
whoo ,0
oof ,0
 Redskins ,0
like Dad ,0
wow ,0
I like to play football with Redskins ,0
oof ,0
yeah ,0
hey it bounced right in my hand ,0
ah ,0
I don know ,0
maybe like like Redskins so does daddy ,0
yep ,0
no ,0
ah ,0
hey ,0
hey rs hey there a ball ,0
ugh ,0
ugh ,0
wow ,0
ah ,0
it stuck up there ,0
yeah ,0
with big chair ,0
like that one ,0
whee ,0
hey ,0
ugh ,0
ugh ,0
hey ,0
ugh ,0
hey boof ,0
no ,0
one more thing ,0
boom ,0
I playing with choo choo train ,0
chug chug chug chug xx ,0
I don know what that is ,0
huh ,0
it up and take it back ,0
okay ,0
no ,0
but have lot of stuff ,0
I have deliveries ,0
no ,0
no want car ,0
yellow car ,0
I fast ,0
wahboo ,0
we gotta crash ,0
yeah lookit ,0
his wheels broke and his and his little thing broke so he has to get new one ,0
he has to go on the trailer ,0
there ,0
aah bah wuh lut ,0
I a good jumper ,0
cars do jumpers when they see little bridge ,0
they jump over it ,0
wow ,0
watch out ,0
ooh ,0
man he ran in the ramp ,0
I made the car truck ,0
I could go faster ,0
whoa ,0
watch out ,0
let me and you race ,0
on your mark get set go ,0
oh we gotta crash ,0
whoa we gotta crash ,0
we gotta crash ,0
I a nk car ,0
I have to go to the car store ,0
nothing ,0
I just have to go because people don use me ,0
somebody will play me ,0
likes yellow ,0
he think he wants to go to the car store too ,0
this this is the little car store over here ,0
that the big car store ,0
this is where the big giant pickup trucks go ,0
that the little one and that one ,0
I can go very fast ,0
I need yellow one ,0
I lot of gas ,0
no you can ,0
cause there a gas station right there ,0
whoa ,0
gotta crash out watch out horsies ,0
whoa horsies gotta jump over the ,0
have you seen lot of horsies over here ,0
I ve got twenty gasses than you ,0
rah ,0
watch out horses ,0
I don know how ,0
yes ,0
yes ,0
put it right here ,0
right here ,0
yes ,0
oh ,0
this is the same as mine ,0
yes ,0
oh yes but this is the same as mine ,0
yes ,0
and what does the bee do ,0
buzz ,0
hi ,0
good ,0
no m gonna go work on my on my construction equipment ,0
yes m big bee ,0
no ,0
I don have any construction hats ,0
yes ,0
we should ,0
a wrench ,0
he needs it ,0
turning things ,0
yes thank you ,0
a saw ,0
hm ,0
we get to take this ,0
no don need any blocks ,0
don need any blocks ,0
no ,0
oh need that ,0
yes ,0
thank you ,0
you got to play with this when you were little boy ,0
yes do ,0
oh yes did ,0
yes but it is dumptruck ,0
yes ,0
some thing rolled down this back and he dumped it right now beep ,0
and got some tools right here ,0
and need to build something ,0
yes ,0
there something problem with it ,0
well this chair can turn around very well so m fixing it ,0
yes ,0
yes ,0
yes ,0
it saw apart so could fix it what the matter with it ,0
hm ,0
well have to wrench it so the glue can dry now so the glue is dry now so ,0
no so need to hammer it little but so it can be very tightly ,0
with the hammer and and m all done now ,0
but m not all done yet because this still can work ,0
maybe this hammer works ,0
no it doesn work ,0
still can move ,0
yes ,0
I fixing it because this wheel came off yesterday ,0
no this part ,0
yes ,0
I fixing it right now ,0
yes ll have to hammer it little bit so it will be tightly ,0
and have nail and bang it down ,0
I won ,0
now got nail and get that out of there ,0
anow san another sori can hammer now ,0
yes ,0
glue dry now the glue drying right now so have to saw it apart little bit because don want it to peel ,0
well because so it doesn peel so ,0
it not coming off very well so have to file it again ,0
no m not taking it off ,0
no ,0
no ,0
I not doing any holes ,0
well see it see now it fixed now ,0
you re welcome ,0
yes ,0
yes ,0
now have to find some more ,0
okay ,0
I need dumptruck so can ,0
wow this is some big bucket ,0
it big isn it ,0
he pulling his keys ,0
why ,0
because he wants them ,0
so he can unlock it ,0
he unlock the cage now so he pulling them and pulling them and hga ,0
why ,0
but he not ,0
why ,0
what he going to do ,0
yes ,0
but ,0
a elephant ,0
h ,0
it supposed to do ,0
what happening there ,0
well he trying get in here ,0
but the giraffe came out of his cage ,0
why ,0
why ,0
yes ,0
who this guy ,0
hyena ,0
that was not hyena ,0
then where the hyena ,0
yes he looking like dog ,0
yes ,0
back where ,0
what are they doing ,0
looking at the zookeeper ,0
why ,0
because he wants them to go to bed ,0
what is he going to do with the key ,0
take it home ,0
why ,0
a banana ,0
he gonna eat it ,0
yes ,0
not very usually ,0
no ,0
yes ,0
no ,0
what ,0
what happening ,0
it morning now ,0
why ,0
yeah ,0
yes ,0
why ,0
why ,0
where think they re going ,0
where they going ,0
upstairs ,0
the zookeeper house ,0
why ,0
yes ,0
wow ,0
what happening there ,0
the the armadillo ,0
where are they going ,0
I think they re going in his bedroom ,0
yes ,0
why ,0
hm nothing ,0
ooh yes ,0
they re sleeping ,0
on the woman bed ,0
yes ,0
the gorilla is ,0
why ,0
human ,0
no ,0
I don I don like sleeping in cages ,0
why ,0
yes like sleeping in my bed ,0
what ,0
yes ,0
I don know ,0
let look on the next page ,0
good night where ,0
and who the zookeeper ,0
why ,0
yes ,0
oh he in the drawer ,0
why ,0
why ,0
yes it is ,0
the drawer ,0
yes ,0
yes ,0
no ,0
I haven ,0
yeah ,0
oh yeah ,0
 funny ,0
yes ,0
yes ,0
yes ,0
why ,0
yes ,0
what ,0
who that ,0
who that ,0
me ,0
Elmo ,0
yes ,0
yes ,0
no ,0
no who is that ,0
I don know ,0
yes ,0
what ,0
what does she say ,0
what ,0
I don know what she saying right now ,0
why ,0
yes ,0
yes ,0
yeah what is she going to do ,0
what do you think ,0
what do you think ,0
why ,0
what questions ,0
I would shoot him out with my gun ,0
yeah ,0
no it wouldn ,0
well the gorilla would run away in the zoo ,0
what are you doing ,0
that my favorite ,0
Leg ,0
oh this is my favorite ,0
b ,0
okay ,0
oh yes ,0
oh yes ,0
train bus this this bus ,0
 aiu ,0
what he said ,0
what he said ,0
my mom ,0
it going to it going to someone house ,0
okay ,0
hey ,0
hey dog ,0
bus here ,0
hey why you jump in there ,0
I don waik you do that ,0
doggy ,0
vroom vroom ,0
what he doing ,0
is he ,0
hey what this ,0
you watch ,0
yeah ,0
the bus driver he don f the bunny go in this ,0
no ,0
but know what you just stay on the ground and ll pick you up okay ,0
vroom vroom vroom vroom vroom ,0
ooh hey what ,0
hey where I going ,0
 r ,0
Errr ,0
hey come on ,0
euu ,0
uuu wiii mmm lp ,0
vroom vroom here the park ,0
x go like this ,0
he sliding ,0
yeah and jump wEhEE ,0
and fly ,0
kwu kwu kwu ,0
let go ,0
hey gonna jump off slide ,0
 f ,0
hey what this ,0
what is here ,0
what in there ,0
this is farm ,0
what you do with that ,0
is it ,0
it a trailer for something ,0
is it ,0
yes we do ,0
this ,0
hey ,0
it a train ,0
oh what we do ,0
yeah ,0
but the man is drive ,0
hey see oe ,0
I know ,0
he doing this ,0
and then we take the other guys ride ,0
hey ,0
hey hu ,0
this guy drive ,0
b b b ,0
hey you truck wanna come in ,0
hey ,0
why ,0
okay ,0
vroom hey daun fwyt mi hu ,0
we re going to the park ,0
play ,0
blocks ,0
hey where ,0
look ,0
hey where the other one here ,0
go in the trailer okay ,0
now ll get those kids ,0
okay ,0
follow the main train with these kids on the ,0
okay ,0
vroom vroom ,0
uhoh what you do ,0
uhoh this is the wrong thingy ,0
what ,0
but it not going to go ,0
it won go ,0
there it go ,0
we need to do this and then we won go ,0
there it going ,0
in the car ,0
vroom vroom ,0
the bunny ride vroom train back ,0
vroom ,0
uhoh ,0
b b b ,0
hey ,0
what happen ,0
I like this ,0
how you do this ,0
what ,0
now where does these ,0
like that ,0
no this is the turn ,0
but this turns ,0
this is the ,0
this ,0
hey ,0
this how you turn it on ,0
like that ,0
hm ,0
going to the store ,0
a huge toy ,0
a huge toy ,0
yeah ,0
I don have trunk ,0
I don have the trunk ,0
for huge toy ,0
and huge tent ,0
the tent nis gon if the tent ll has cover ,0
he don has a cover ,0
that why ,0
because this man going front ,0
I going frontwards ,0
grrr ,0
I going fast ,0
yeah know what ,0
these things they are to make me fast ,0
I going fast right now ,0
oh truck broke ,0
uhoh ,0
no am going to drive it ,0
it coming ,0
but you need call me ,0
okay will ,0
okay ,0
ah hey weju vroom vroom ,0
what happened ,0
what do do ,0
no ,0
it in the bus ,0
why ,0
oh ,0
he crash ,0
I want to go see ,0
okay ,0
he got hurt ,0
yeah ,0
uhoh ,0
are both of you hurt ,0
yeah ,0
he has blood on his head ,0
blood ,0
what are we going to do ,0
I can see the ,0
okay ugh see it ,0
I see it ,0
yeah ,0
uhoh ,0
yeah what do we do ,0
yeah look at all the ,0
hey know ,0
found that tool ,0
yes ,0
we need this ,0
now we need hammer ,0
your head ,0
oooh grrrr ,0
not hurt no ,0
does that hurts no ,0
